text	category	region	language	cultural_score	quality_score
"[5][20][21]
Santali has 21 consonants, not counting the 10 aspirated stops which occur primarily, but not exclusively,
in Indo-Aryan loanwords and are given in parentheses in the table below"	language	Unknown	Santali	2	1.0526315789473684
"Sitanala Re Sagun Supari, which won an
award at the Santhali Film Fare festival, would be screened at the
second edition of Nepal International Indigenous Film Festival,
between June 5 and 8"	festival	Unknown	Santali	2	1.0526315789473684
"One of the respondents named James Romario Tudo of age 24 is a telecom engineer 
who mentioned that new generation is going far away from their traditional culture 
and traditions day by day"	festival	Unknown	Santali	2	1.0526315789473684
"The Kharia Pyara Master from
Odisha and the Saora Gomango from Andhra also invented scripts in the
1930s, which were not implemented but contributed to create a consciousness
around language"	gender	Odisha	Santali	2	1.0526315789473684
"[26]
In the religious beliefs of Santals, the core of reverence falls on a court of spirits (bonga), who handle different aspects of the world and who are
placated with prayers and offerings"	customs	Unknown	Santali	2	1.0526315789473684
"They continue to suffer discrimination on the basis of their perceived
‘primitive’ characteristics, even if their languages and cultures are, in some cases, legally recog-
nized and protected"	customs	Unknown	Santali	2	1.0471204188481675
"Santal literature includes three broad
periods: the first, contemporary with the early work of the missionaries, appears
in Bengal from the 1880s and is written in Roman or Bengali characters"	language	West Bengal	Santali	2	1.0471204188481675
"This study also has found the issues that are responsible for the cultural subsidence of the Santal 
community of Rajshahi, which can be easily generalized for the whole Santals of Bangladesh"	gender	Unknown	Santali	2	1.0471204188481675
"The 
research paper offers a holistic understanding of North Santal culture by tracing its evolution over time, from its 
historical origins to its contemporary significance within Bangladesh"	customs	Unknown	Santali	2	1.0471204188481675
"In the year 1873 Skrefsrud published A Grammar of the Santhal Language, a work That has had an important 
influence on all later treaties on the Santal language and it is still a standard work"	customs	Unknown	Santali	2	1.0416666666666665
"This noble work of Christian missionaries ignited and opened the 
eyes of the Santals themselves mainly who were associated with missionary activities to preserve their culture and 
traditions"	festival	Unknown	Santali	2	1.0416666666666665
"The primary objective of 
this research paper is to delve into the intricate historical and cultural dynamics that have been instrumental in 
shaping the North Santal community (Debnath, 2010)"	gender	Unknown	Santali	2	1.0416666666666665
"Santal inhabitants having low or no
educational background also have changed their
profession owing to shortfall of traditional resources,
and also as there is better openings in other sectors"	festival	Unknown	Santali	2	1.0416666666666665
"Moreover the
periodical small markets of this community are
presently linked with the bigger markets; therefore
this has introduced a number of new innovative
occupations in the Santal economy"	gender	Unknown	Santali	2	1.0416666666666665
"Murmu saw his script as a gift of the deities, and several stories tell us how
he rediscovered the script, which had been forgotten or even stolen, provoking
the cultural amnesia of the Santals"	language	Unknown	Santali	2	1.0362694300518136
"Baha, the inaugural festival, heralds the commencement of the agricultural season, a time of great anticipation and 
hope as the community prepares to sow seeds and nurture the land (Dey, 2015)"	gender	Unknown	Santali	2	1.0362694300518136
"These have not only lead to new cultural symbols and rituals, but have also begun 
to ignore traditional leaders' commands or to impress them well-informed of different new standards 
and values"	customs	Unknown	Santali	2	1.0309278350515463
"Don Cnee Kuriko/Women dancing ‘Don’ (Photo) 
Accession No: 2007/04 
Photo hataoic/Photo by: Samiran Nandy 
Penao akgn serma/Tear: 2007 
Don cncc babotte: Don do Santalkoalc mitten enec dhara kana"	gender	Unknown	Santali	2	1.0256410256410255
"Skrefsrud published Horoko Hapram ko reak’ Katha
(The Stories of the Santal Ancestors), a compendium of traditional stories
that he had collected in Dumka from Kolean Guru, a learned Santal elder"	festival	Unknown	Santali	2	1.0256410256410255
"Moreover, Jitendranath is very
happy with his present employment structure and finds
his service to be a better option than agriculture or
cultivation in terms of both economy and social
prestige"	farming	Unknown	Santali	2	1.0256410256410255
"Yet many young Santals struggle in harmony 
with their tribal identity with the existing urban low-medium-class position because young activists who 
try to portray modern young people oppose them"	customs	Unknown	Santali	2	1.0204081632653061
"Bodding wrote 
about the Santal woman's treatment that ""she is always somebody's 'property' first her father's, later on, her husband's or his 
family's, as a widow she belongs to her son's"" (222)"	gender	Unknown	Santali	2	1.0204081632653061
"Any
knowledgeable Santals (elder persons, members of
their traditional and contemporary social
organizations, ethnic activists, elites, ojhas, etc) of
the study area were considered as respondents"	festival	Unknown	Santali	2	1.0204081632653061
"Land Rights and Dispossession 
Land rights have been a longstanding and pressing concern for the North Santal community, and this issue persists 
despite existing legal protections (Gerharz, 2014)"	gender	Unknown	Santali	2	1.0204081632653061
"48 The pattern of domination is
reflected here: that of the non-tribal (diku) (and also the inner diku) who
usurps power or manipulates the deities (bongas) to take advantage of his
Santal brothers"	customs	Unknown	Santali	2	1.015228426395939
"All of the tribal languages
in Orissa however remain in the minority against
the dominant Oriya language group, and have
no official status to demand their use as a medium
of instruction in schools"	customs	Unknown	Santali	2	1.015228426395939
"The event, organized by Santal writers, aims at bestowing on
participants a new authenticity which legitimates the politics of representa-
tion, for the pilgrimage also makes Adivasi culture visible"	customs	Unknown	Santali	2	1.0101010101010102
"In daily Santal, social scientists notice the tribals' social, economic and cultural 
changes due to these immigrants, as the spreading of education, advanced technology, and half-award takes 
place"	customs	Unknown	Santali	2	1.0101010101010102
"The Santal culture is being subsided for various reasons; like 
Christianization, modernization, Bangla based education policy, the fast going technological development, 
financial crisis, and so on"	gender	Unknown	Santali	2	1.0101010101010102
"He also wrote many articles in English in different 
renowned journals like 
The Meaning of the words ‘Burus’ and ‘Bongas’ in Santali for Journal of Bihar and Orissa Research Society, in 
March 1926"	language	Bihar	Santali	2	1.0101010101010102
"When they learn the language of the mainstream they are in a transitional period 
where they practice and use both of their mother tongues and the language they have 
learned in academic institutions"	customs	Unknown	Santali	2	1.0050251256281406
"However, the collected data are analyzed and presented in the form of tables and discussed methodologically to 
find out the problems of preservation of the Santal culture and to give recommendations"	gender	Unknown	Santali	2	1.0050251256281406
"As the Manjhi is the 
supreme of their traditional self-governing system and this self-governing system is intermixed with religion and faith, 
so entire community has faith in the post of the Manjhi"	festival	Unknown	Santali	2	1.0050251256281406
"Skrefsrud (1968 
[1887]) collected lengthy narratives of the creation myth and Santal traditions, related to him 
by Kolean Guru in 1871, and published in Santali as Horkoren Mare Hapramko reak´ Katha"	festival	Unknown	Santali	2	1.0
"Through a questionnaire survey on 100 randomly selected respondents in Rajshahi, this research tries to focus 
on the present situation of Santal culture and the reasons behind the cultural subsidence"	customs	Unknown	Santali	2	1.0
